# hmmsearch :: search profile(s) against a sequence database
# HMMER 3.3.2 (Nov 2020); http://hmmer.org/
# Copyright (C) 2020 Howard Hughes Medical Institute.
# Freely distributed under the BSD open source license.
# - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
# query HMM file:                  petml/data/unsupervised/jackhmmer_hmm_b04.txt
# target sequence database:        petml/data/tmp/sequences.fasta
# output directed to file:         ./petml_output/homolog_hmmout/output.txt
# MSA of all hits saved to file:   ./petml_output/homolog_hmmout/aln.sto
# per-seq hits tabular output:     ./petml_output/homolog_hmmout/tab_output.txt
# show alignments in output:       no
# sequence reporting threshold:    score >= 0
# domain reporting threshold:      score >= 0
# sequence inclusion threshold:    score >= 0
# domain inclusion threshold:      score >= 0
# - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -

Query:       PETH_IDESA_b04  [M=314]
Scores for complete sequences (score includes all domains):
   --- full sequence ---   --- best 1 domain ---    -#dom-
    E-value  score  bias    E-value  score  bias    exp  N  Sequence Description
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  263.0   5.4   8.4e-80   8.4e-80       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq146  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  262.9   4.7   8.8e-80   8.8e-80       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq494  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  262.9   3.0   8.9e-80   8.9e-80      29     311 ..       1     255 [.       1     258 [] 0.98

>> Seq419  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  262.9   6.6   8.9e-80   8.9e-80       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq455  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  262.9   0.3   9.1e-80   9.1e-80      29     311 ..       1     258 [.       1     261 [] 0.97

>> Seq496  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  262.7   6.0     1e-79     1e-79       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq186  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  262.7   3.2     1e-79     1e-79      29     311 ..       1     255 [.       1     258 [] 0.98

>> Seq382  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  262.7   6.1     1e-79     1e-79       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq269  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  262.6   0.1   1.1e-79   1.1e-79      29     310 ..       1     257 [.       1     260 [] 0.97

>> Seq238  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  262.6   4.5   1.1e-79   1.1e-79       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq386  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  262.5   3.2   1.2e-79   1.2e-79      29     311 ..       1     255 [.       1     258 [] 0.98

>> Seq459  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  262.4   0.2   1.3e-79   1.3e-79      29     311 ..       1     258 [.       1     261 [] 0.97

>> Seq21  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  262.4   5.1   1.3e-79   1.3e-79       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq477  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  262.3   4.9   1.3e-79   1.3e-79       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq270  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  262.3   4.4   1.4e-79   1.4e-79       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq458  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  262.2   3.4   1.4e-79   1.4e-79      29     311 ..       1     255 [.       1     258 [] 0.98

>> Seq305  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  262.2   6.1   1.4e-79   1.4e-79       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq497  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  262.2   0.2   1.5e-79   1.5e-79      29     311 ..       1     258 [.       1     261 [] 0.97

>> Seq351  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  262.2   3.3   1.5e-79   1.5e-79      29     311 ..       1     255 [.       1     258 [] 0.98

>> Seq65  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  262.1   3.2   1.5e-79   1.5e-79      29     311 ..       1     255 [.       1     258 [] 0.98

>> Seq501  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  262.1   2.9   1.6e-79   1.6e-79      29     311 ..       1     255 [.       1     258 [] 0.98

>> Seq370  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  262.1   6.5   1.6e-79   1.6e-79       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq381  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  262.0   1.5   1.7e-79   1.7e-79      29     310 ..       1     257 [.       1     260 [] 0.96

>> Seq495  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  261.9   6.4   1.7e-79   1.7e-79       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq69  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  261.9   4.7   1.8e-79   1.8e-79       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq213  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  261.9   5.5   1.8e-79   1.8e-79       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq101  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  261.9   3.1   1.8e-79   1.8e-79      29     311 ..       1     255 [.       1     258 [] 0.98

>> Seq114  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  261.8   5.1     2e-79     2e-79       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq240  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  261.7   5.4     2e-79     2e-79       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq127  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  261.7   6.4     2e-79     2e-79       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq242  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  261.7   5.6   2.1e-79   2.1e-79       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq140  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  261.7   3.5   2.1e-79   2.1e-79      29     311 ..       1     255 [.       1     258 [] 0.98

>> Seq144  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  261.6   3.3   2.1e-79   2.1e-79      29     311 ..       1     255 [.       1     258 [] 0.98

>> Seq44  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  261.6   5.6   2.2e-79   2.2e-79       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq116  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  261.6   1.2   2.2e-79   2.2e-79      32     310 ..       4     255 ..       1     258 [] 0.97

>> Seq196  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  261.6   0.3   2.2e-79   2.2e-79      29     311 ..       1     258 [.       1     261 [] 0.97

>> Seq150  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  261.4   0.1   2.6e-79   2.6e-79      29     310 ..       1     257 [.       1     260 [. 0.97

>> Seq362  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  261.5   4.6   2.3e-79   2.3e-79       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq113  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  261.5   5.8   2.3e-79   2.3e-79       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq135  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  261.5   4.9   2.4e-79   2.4e-79       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq27  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  261.4   3.1   2.5e-79   2.5e-79      35     310 ..       2     250 ..       1     253 [] 0.97

>> Seq424  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  261.4   5.8   2.6e-79   2.6e-79       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq222  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  261.3   4.7   2.8e-79   2.8e-79       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq133  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  261.2   4.4   2.9e-79   2.9e-79       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq339  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  261.2   5.7   2.9e-79   2.9e-79       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq112  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  261.2   2.4   2.9e-79   2.9e-79      29     310 ..       1     256 [.       1     259 [] 0.97

>> Seq267  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  261.2   3.5     3e-79     3e-79      29     311 ..       1     255 [.       1     258 [] 0.98

>> Seq321  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  261.2   5.0     3e-79     3e-79       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq221  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  261.1   0.2   3.1e-79   3.1e-79      29     311 ..       1     258 [.       1     261 [] 0.97

>> Seq198  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  261.1   4.9     3e-79     3e-79       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq54  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  261.1   5.9   3.1e-79   3.1e-79       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq59  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  261.1   4.9   3.2e-79   3.2e-79       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq311  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
